ImageName,ComponentLabel,Script,RecognizedText
image63.png,Text,Devanagari,पीछा
image64.png,Text,Devanagari,शिनेमा
image65.png,Text,Devanagari,आप
image66.png,Text,Devanagari,वीकेसी
image67.png,Text,Devanagari,लो
image68.png,Text,Devanagari,गरमी
image69.png,Text,Devanagari,रखना
image70.png,Text,Devanagari,रोज
image71.png,Text,Devanagari,ट्रेन
image72.png,Text,Devanagari,अक
image73.png,Text,Devanagari,करते
image74.png,Text,Devanagari,दबेली
image75.png,Text,Devanagari,संभालें
image76.png,Text,Devanagari,केसा
image77.png,Text,Devanagari,साल
image78.png,Text,Devanagari,प्रवेश
image79.png,Text,Devanagari,खान
image80.png,Text,Devanagari,करीना
image81.png,Text,Devanagari,मुंबई
image82.png,Text,Devanagari,सावधानी
image83.png,Text,Devanagari,से
image84.png,Text,Devanagari,भी
image85.png,Text,Devanagari,एसे
image86.png,Text,Devanagari,पाव
image87.png,Text,Devanagari,ही
image88.png,Text,Devanagari,पकायें
image89.png,Text,Devanagari,नि.शुल्क
image90.png,Text,Devanagari,संपन्न
image91.png,Text,Devanagari,फ्रैगरेसेंज
image92.png,Text,Devanagari,आज
image93.png,Text,Devanagari,आइरिस
image94.png,Text,Devanagari,बिहार
image95.png,Text,Devanagari,फूल
image96.png,Text,Devanagari,चाऊमिन
image97.png,Text,Devanagari,केयोकर्पीन
image98.png,Text,Devanagari,साइट्स
image99.png,Text,Devanagari,उत्सव
image100.png,Text,Devanagari,अधिक
image101.png,Text,Devanagari,दुलाल
image102.png,Text,Devanagari,पूछताछ
image103.png,Text,Devanagari,सत्यकथा
image104.png,Text,Devanagari,जाता
image105.png,Text,Devanagari,"सैण्डवीच,"
image106.png,Text,Devanagari,तरीका
image107.png,Text,Devanagari,कौल्स
image108.png,Text,Devanagari,अधिक
image109.png,Text,Devanagari,व्यक्ति
image110.png,Text,Devanagari,वर्क
image111.png,Text,Devanagari,कमला
image112.png,Text,Devanagari,लैब
image113.png,Text,Devanagari,स्पेशलिस्ट
image114.png,Text,Devanagari,माहौल
image115.png,Text,Devanagari,प्योर
image116.png,Text,Devanagari,इंकटैंक
image117.png,Text,Devanagari,हारी
image118.png,Text,Devanagari,रोचक
image119.png,Text,Devanagari,हो
image120.png,Text,Devanagari,शैम्पू
image121.png,Text,Devanagari,कहानियां
image122.png,Text,Devanagari,आसान
image123.png,Text,Devanagari,नगर
image124.png,Text,Devanagari,भड़
image125.png,Text,Devanagari,पिया
image126.png,Text,Devanagari,एलो
image127.png,Text,Devanagari,नई दिल्ली
image128.png,Text,Devanagari,फुटप्रिंट
image129.png,Text,Devanagari,रिलायंस
image130.png,Text,Devanagari,ऑटो
image131.png,Text,Devanagari,दम
image132.png,Text,Devanagari,हमारे
image133.png,Text,Devanagari,मना
image134.png,Text,Devanagari,पालिक
image135.png,Text,Devanagari,है
image136.png,Text,Devanagari,पाओ
image137.png,Text,Devanagari,अनिवार्य
image138.png,Text,Devanagari,बदलाव
image139.png,Text,Devanagari,रेप्रियरिंग
image140.png,Text,Devanagari,सेंटर
image141.png,Text,Devanagari,गौरव
image142.png,Text,Devanagari,स्टोर्स
image143.png,Text,Devanagari,पथ
image144.png,Text,Devanagari,मानव
image145.png,Text,Devanagari,"निगम,"
image146.png,Text,Devanagari,मंदिर
image147.png,Text,Devanagari,दिग्विजय
image148.png,Text,Devanagari,कालेज
image149.png,Text,Devanagari,उर्जा
image150.png,Text,Devanagari,पार्क
image151.png,Text,Devanagari,अंतर्राष्ट्रीय
image152.png,Text,Devanagari,ओम
image153.png,Text,Devanagari,के
image154.png,Text,Devanagari,साँई
image155.png,Text,Devanagari,ज्यीतिष
image156.png,Text,Devanagari,राजनांदगाव
image157.png,Text,Devanagari,विद्या
image158.png,Text,Devanagari,बिद्या
image159.png,Text,Devanagari,सरिया
image160.png,Text,Devanagari,व्यवसाय
image161.png,Text,Devanagari,फोटो
image162.png,Text,Devanagari,युवा
image163.png,Text,Devanagari,भारत
image164.png,Text,Devanagari,युवा
image165.png,Text,Devanagari,जागो
image166.png,Text,Devanagari,शक्ति
image167.png,Text,Devanagari,माता
image168.png,Text,Devanagari,ऑडिटोरियम
image169.png,Text,Devanagari,ऊर्जा
image170.png,Text,Devanagari,शिक्षा
image171.png,Text,Devanagari,भारत
image172.png,Text,Devanagari,उधान
image173.png,Text,Devanagari,जनरल
image174.png,Text,Devanagari,अंतर्राष्ट्रीय
image175.png,Text,Devanagari,हॉकी
image176.png,Text,Devanagari,राजनांदग
image177.png,Text,Devanagari,पद़मलाल
image178.png,Text,Devanagari,कृपा
image179.png,Text,Devanagari,पुन्नालाल
image180.png,Text,Devanagari,बरख्ही
image181.png,Text,Devanagari,छत्तीसगढ़
image182.png,Text,Devanagari,की
image183.png,Text,Devanagari,ऑफिस
image184.png,Text,Devanagari,यही
image185.png,Text,Devanagari,माने
image186.png,Text,Devanagari,ही
image187.png,Text,Devanagari,जीवन
image188.png,Text,Devanagari,बचायै
image189.png,Text,Devanagari,देवालय
image190.png,Text,Devanagari,आकाश
image191.png,Text,Devanagari,संगीत
image192.png,Text,Devanagari,कालोनी
image193.png,Text,Devanagari,श्री
image194.png,Text,Devanagari,चक्रधर
image195.png,Text,Devanagari,कथक
image196.png,Text,Devanagari,कल्याण
image197.png,Text,Devanagari,केंद्र
image198.png,Text,Devanagari,विश्वविध्यालय
image199.png,Text,Devanagari,इंदिरा
image200.png,Text,Devanagari,ट्रार
image201.png,Text,Devanagari,एंव
image202.png,Text,Devanagari,शीतला
image203.png,Text,Devanagari,खेरगढ्र
image204.png,Text,Devanagari,45
image205.png,Text,Devanagari,नहीं
image206.png,Text,Devanagari,बंटाने
image207.png,Text,Devanagari,सफलता
image208.png,Text,Devanagari,संभाग
image209.png,Text,Devanagari,माधुरी
image210.png,Text,Devanagari,फर्जीवाड़ा
image211.png,Text,Devanagari,सीएम
image212.png,Text,Devanagari,लापरवाही
image213.png,Text,Devanagari,निर्धारण
image214.png,Text,Devanagari,अरिहंत
image215.png,Text,Devanagari,कलेक्शन
image216.png,Text,Devanagari,समाज
image217.png,Text,Devanagari,नहीं
image218.png,Text,Devanagari,पूर्ण
image219.png,Text,Devanagari,प्रयास
image220.png,Text,Devanagari,हालत
image221.png,Text,Devanagari,किसानों
image222.png,Text,Devanagari,सूभारंम
image223.png,Text,Devanagari,माधुरी
image224.png,Text,Devanagari,नजूल
image225.png,Text,Devanagari,शहीद
image226.png,Text,Devanagari,मुरूम
image227.png,Text,Devanagari,भूखंड
image228.png,Text,Devanagari,मिट्टी
image229.png,Text,Devanagari,भ/स
image230.png,Text,Devanagari,बॉबी
image231.png,Text,Devanagari,शमा
image232.png,Text,Devanagari,ब्लाऊज
image233.png,Text,Devanagari,मो.
image234.png,Text,Devanagari,वि.
image235.png,Text,Devanagari,ट्रॉसपोट:
image236.png,Text,Devanagari,वीरनारायण
image237.png,Text,Devanagari,बबलू
image238.png,Text,Devanagari,ट्रेइर्स
image239.png,Text,Devanagari,बिल्डिंग
image240.png,Text,Devanagari,मटेरियल
image241.png,Text,Devanagari,सप्लायर
image242.png,Text,Devanagari,कान
image243.png,Text,Devanagari,अंगूटी
image244.png,Text,Devanagari,ज्वेलर्स
image245.png,Text,Devanagari,शूद्रता
image246.png,Text,Devanagari,गुरु
image247.png,Text,Devanagari,बहुउहेशीय
image248.png,Text,Devanagari,राजनांदगॉव
image249.png,Text,Devanagari,डा.
image250.png,Text,Devanagari,भार्गव
image251.png,Text,Devanagari,होम्यीपैथी
image252.png,Text,Devanagari,थायराइड
image253.png,Text,Devanagari,रोग
image254.png,Text,Devanagari,ख्ही
image255.png,Text,Devanagari,नाक
image256.png,Text,Devanagari,रॉयल
image257.png,Text,Devanagari,दाँत
image258.png,Text,Devanagari,प्रशिक्षण
image259.png,Text,Devanagari,कृपा
image260.png,Text,Devanagari,कमलृ
image261.png,Text,Devanagari,राजनांदगाँव
image262.png,Text,Devanagari,का
image263.png,Text,Devanagari,रत्न
image264.png,Text,Devanagari,प्रिया
image265.png,Text,Devanagari,लेडिस
image266.png,Text,Devanagari,वेयर
image267.png,Text,Devanagari,मेडिकल
image268.png,Text,Devanagari,कार्यालय
image269.png,Text,Devanagari,सूचना
image270.png,Text,Devanagari,सांई
image271.png,Text,Devanagari,राजनाँदगाँव
image272.png,Text,Devanagari,आधिकारी
image273.png,Text,Devanagari,एरो
image274.png,Text,Devanagari,श्हीद
image275.png,Text,Devanagari,सिंह
image276.png,Text,Devanagari,कृषंक
image277.png,Text,Devanagari,एवं
image278.png,Text,Devanagari,ऑफिसर
image279.png,Text,Devanagari,मोबाईल
